id,link,content,start_time,end_time,programme_id,programme_date
"jSge-m0BCKkHyZ2vbI0U","http://rtve.es/v/4922079?t=00h29m35s","Cuatro años después no ha habido ninguna iniciativa al respecto en el Parlamento ni parece que vaya a haberla, porque el primer ministro ya dijo entonces que ""reconocer el matrimonio gay toca los fundamentos de nuestra forma de vida tradicional y Shinzo Abe va por su tercer mandato y camino de convertirse en el dirigente más longevo de Japón.",1775,1777,4922079,"2019-01-03T15:00:00+00:00"
"pSgd-m0BCKkHyZ2vNEdB","http://rtve.es/v/4921078?t=00h06m34s","-No recibíamos ayuda, nada de nada por parte de la empresa, entre nosotros sí que nos ayudábamos, los que teníamos agua o mantas las ofrecíamos porque había personas mayores y niños pequeños.",394,398,4921078,"2019-01-02T21:00:00+00:00"
"Wicb-m0BCKkHyZ2v0O3S","http://rtve.es/v/4918838?t=00h12m21s","-Aquí, la gente de las cuencas, depende de las pensiones de las personas mayores, es decir, hay pensionistas que están manteniendo a sus hijos y nietos.",741,746,4918838,"2018-12-31T21:00:00+00:00"
"AyYT-m0BCKkHyZ2v3xNV","http://rtve.es/v/4918553?t=00h17m51s","-De aquí de la gente de las cuencas depende de las pensiones, de las personas mayores.",1071,1075,4918553,"2018-12-31T15:00:00+00:00"
"PyIB-m0BCKkHyZ2vyBoP","http://rtve.es/v/4917645?t=00h33m28s","Esta tarde, aquí, más de 400 personas mayores, han tomado lo que ellos llaman las preuvas.",2008,2011,4917645,"2018-12-30T21:00:00+00:00"
"EiH_-W0BCKkHyZ2vRYqy","http://rtve.es/v/4911518?t=00h41m05s","Este menú navideño no hay ""papanoeles"", pero sí muchas historias antiguas -como él-, y que -como él-, nunca envejecen.",2465,2468,4911518,"2018-12-25T21:00:00+00:00"
"nSMH-m0BCKkHyZ2vj0Rr","http://rtve.es/v/4902343?t=00h38m47s","El debate está en la red, quizás la darknet que sólo tiene unos 15 años de vida, le haga falta madurar para que veamos si envejece como una herramienta para la Ciberdelincuencia o como un oasis dónde escapar de la vigilancia masiva.",2327,2330,4902343,"2018-12-19T21:00:00+00:00"
"0SMI-m0BCKkHyZ2v4YOi","http://rtve.es/v/4887468?t=00h40m58s","Otro gran reto, el envejecimiento de los docentes.",2458,2460,4887468,"2018-12-12T15:00:00+00:00"
"UiQM-m0BCKkHyZ2vaVCN","http://rtve.es/v/4886005?t=00h33m26s","Sobre todo en Canarias y especialmente en el mes de enero -Ha afectado a personas mayores de 65 y de más 80 años así que es probable que ese reflejo que se ve ahí tenga que ver con la temporada de gripe de este año.",2006,2010,4886005,"2018-12-11T21:00:00+00:00"
"VCQM-m0BCKkHyZ2vaVCa","http://rtve.es/v/4886005?t=00h33m47s","Una tendencia que se repite en toda Europa También nos hemos casado un 6% menos Eso sí hay esperanza de mucha vida 83 años de media somos de los más longevos del mundo.",2027,2030,4886005,"2018-12-11T21:00:00+00:00"
"CCcZ-m0BCKkHyZ2vnmK7","http://rtve.es/v/4885372?t=00h01m53s","España pierde población y cada vez está más envejecida por el aumento de la esperanza de vida.",113,117,4885372,"2018-12-11T15:00:00+00:00"
"KycZ-m0BCKkHyZ2vomOy","http://rtve.es/v/4885372?t=00h38m18s","Una tendencia a la baja que se repite desde 2011 con la excepción de 2016, según los especialistas esto se debe a tres factores: la población española envejece, hay menos mujeres en edad fertil y las parejas tienen menos hijos Tan solo aumenta la población en cinco autonomías: Madrid, Murcia, Baleares, Melilla y Ceuta.",2298,2302,4885372,"2018-12-11T15:00:00+00:00"
"ESQL-m0BCKkHyZ2vHAsY","http://rtve.es/v/4883963?t=00h21m38s","'Italia es uno de los países más envejecidos de Europa, se lamenta Fabrizio, abogado.",1298,1304,4883963,"2018-12-10T21:00:00+00:00"
"1yQL-m0BCKkHyZ2vHgty","http://rtve.es/v/4883963?t=00h45m07s","Su padre solía decir: ""Nadie nos ha prometido la longevidad"", la vida es un regalo"".",2707,2710,4883963,"2018-12-10T21:00:00+00:00"
"tSMG-m0BCKkHyZ2vbA2L","http://rtve.es/v/4883523?t=00h20m17s","Italia es el país más envejecido de la zona euro.",1217,1220,4883523,"2018-12-10T15:00:00+00:00"
"TSMG-m0BCKkHyZ2vVAcM","http://rtve.es/v/4881970?t=00h33m56s","El actor estadounidense, al que hemos visto envejecer en la pantalla y fuera de ella, asegura que nunca pensó en llegar ni siquiera a los cien años y que se siente agradecido de haber tenido una carrera ""tan larga y maravillosa"".",2036,2041,4881970,"2018-12-09T21:00:00+00:00"
"MSH9-W0BCKkHyZ2v4z_-","http://rtve.es/v/4873202?t=00h26m56s","Las empresas huyen de contratar a personas mayores piensan que a menudo tienen conocimientos anticuados y poco flexible El peligro para ellos -advierte- es la desconexión del mercado laboral y quedar condenados a periodos muy largos de inactividad.",1616,1621,4873202,"2018-12-04T21:00:00+00:00"
"4yH9-W0BCKkHyZ2v5z_g","http://rtve.es/v/4873202?t=00h50m07s","Hoy el club azulgrana despedía a Josep Lluís Núñez, su presidente más longevo y que no dejó indiferente a nadie.",3007,3010,4873202,"2018-12-04T21:00:00+00:00"
"7ycY-m0BCKkHyZ2vpzVU","http://rtve.es/v/4871222?t=00h48m59s","Núñez ganó las primeras elecciones democráticas del Barça,en 1978 y se convirtió en el presidente mas longevo: 22 años, hasta ser relevado por Gaspart en el 2000.",2939,2943,4871222,"2018-12-03T21:00:00+00:00"
"syge-m0BCKkHyZ2vspmd","http://rtve.es/v/4870898?t=00h56m56s","Josep Lluis Núñez fue durante 22 años presidente del Barcelona, el más longevo de la historia del club, tras ganar las primeras elecciones democráticas en 1978.",3416,3420,4870898,"2018-12-03T15:00:00+00:00"
"_SUT-m0BCKkHyZ2vGeQQ","http://rtve.es/v/4846070?t=00h35m58s","La pareja animada más longeva del mundo.",2158,2161,4846070,"2018-11-18T15:00:00+00:00"
"8Cgd-m0BCKkHyZ2vO0nL","http://rtve.es/v/4839980?t=00h24m36s","Paradise era una localidad de unos 26.000 habitantes, muchos de los vecinos eran retirados, jubilados, personas mayores que tuvieron problemas de movilidad para poder escapar de las llamas, hoy estamos viendo lo que queda de las viviendas, que son prácticamente solares y decenas de vehículos como estos, completamente calcinados.",1476,1479,4839980,"2018-11-14T15:00:00+00:00"
"Uygd-m0BCKkHyZ2vPErg","http://rtve.es/v/4839980?t=00h38m46s","Y quizá, usted puede ser uno de ellos, porque está pensado también para personas mayores o aquellos que lleven un carrito de bebé, por ejemplo.",2326,2330,4839980,"2018-11-14T15:00:00+00:00"
"jCQL-m0BCKkHyZ2vKg_y","http://rtve.es/v/4832685?t=00h02m47s","Y ya lo dicen ellos, el humor nunca envejece.",167,171,4832685,"2018-11-09T15:00:00+00:00"
"gCD7-W0BCKkHyZ2vabtr","http://rtve.es/v/4810629?t=00h52m16s","De paso por España para participar en el Nocturna Madrid, un festival de cine fantástico, su creador, Don Mancini, nos explica algunos de los secretos de la longevidad de este icono del cine de terror del que se han estrenado ya siete películas.",3136,3140,4810629,"2018-10-25T15:00:00+00:00"
"MCIF-m0BCKkHyZ2vrOnd","http://rtve.es/v/4806227?t=00h40m48s","Preside una asociación que lucha sobre todo contra los desahucios a las personas mayores.",2448,2450,4806227,"2018-10-22T15:00:00+00:00"
"tyID-m0BCKkHyZ2vnn3g","http://rtve.es/v/4804518?t=00h26m20s","Las causas son múltiples, el envejecimiento de los ganaderos, la media supera los 55 años, el abandono de las explotaciones, pero sobre todo, la escasa rentabilidad del negocio.",1580,1583,4804518,"2018-10-21T15:00:00+00:00"
"ZCgg-m0BCKkHyZ2vHvqM","http://rtve.es/v/4795748?t=00h18m50s","Mientras, el Banco Central Europeo alerta del envejecimiento de la población y ha pedido elevar la edad de jubilación.",1130,1134,4795748,"2018-10-17T15:00:00+00:00"
"bCEA-m0BCKkHyZ2vqte5","http://rtve.es/v/4793811?t=00h35m29s","Las asociaciones vinculadas al buen trato de personas mayores destacan que este tipo de sentencias no son habituales.",2129,2133,4793811,"2018-10-16T15:00:00+00:00"
"cSEA-m0BCKkHyZ2vqtfH","http://rtve.es/v/4793811?t=00h35m47s","Una de cada seis personas mayores sufren algún tipo de maltrato según la Organización Mundial de la Salud.",2147,2151,4793811,"2018-10-16T15:00:00+00:00"
"RSH9-W0BCKkHyZ2vaDYH","http://rtve.es/v/4786115?t=00h31m01s","Hay muchas personas mayores que no son capaces, de limpiar su vivienda.",1861,1864,4786115,"2018-10-10T21:00:00+00:00"
"LSUR-m0BCKkHyZ2vdICi","http://rtve.es/v/4785740?t=00h38m53s","Me decías que esta localidad y de muchas personas mayores.",2333,2337,4785740,"2018-10-10T15:00:00+00:00"
"5iIG-m0BCKkHyZ2vM_-V","http://rtve.es/v/4774226?t=00h37m15s","""Un sistema que también tenga en cuenta las singularidades propias del envejecimiento, de la despoblación etcétera.",2235,2240,4774226,"2018-10-04T15:00:00+00:00"
"DSQN-m0BCKkHyZ2v4qz7","http://rtve.es/v/4767311?t=00h04m20s","Es una manera de concienciar en el Día Internacional de las Personas Mayores.",260,263,4767311,"2018-10-01T21:00:00+00:00"
"SSQN-m0BCKkHyZ2v561K","http://rtve.es/v/4767311?t=00h40m53s","Es una de las formas de comprender y concienciar sobre esta etapa de la vida en el Día Internacional de las Personas Mayores.",2453,2456,4767311,"2018-10-01T21:00:00+00:00"
"TSQN-m0BCKkHyZ2v561l","http://rtve.es/v/4767311?t=00h41m13s","Se trata de un estimulador del envejecimiento.",2473,2477,4767311,"2018-10-01T21:00:00+00:00"
"UyQN-m0BCKkHyZ2v5612","http://rtve.es/v/4767311?t=00h41m42s","-Estamos pintando a las personas mayores como personas aburridas, incapaces, que no se mueven, que no queremos hacer nada con ellas, con lo cual las vamos arrinconando hacia la exclusión, hacia la soledad"".",2502,2505,4767311,"2018-10-01T21:00:00+00:00"
"VCQN-m0BCKkHyZ2v5614","http://rtve.es/v/4767311?t=00h41m55s","Precisamente para prevenir caer en la soledad, los expertos insisten en que hay que intentar envejecer mejor y ser menos dependientes.",2515,2518,4767311,"2018-10-01T21:00:00+00:00"
"9ica-m0BCKkHyZ2v6rPo","http://rtve.es/v/4766578?t=00h33m21s","Es una de las formas de entender y concienciar sobre esta etapa de la vida en el día internacional de las personas mayores.",2001,2004,4766578,"2018-10-01T15:00:00+00:00"
"-ica-m0BCKkHyZ2v67MJ","http://rtve.es/v/4766578?t=00h33m45s","A este traje lo llaman un estimulador del envejecimiento.",2025,2029,4766578,"2018-10-01T15:00:00+00:00"
"ACca-m0BCKkHyZ2v67Q0","http://rtve.es/v/4766578?t=00h34m25s","Para prevenir la soledad los expertos también insisten en envejecer mejor para ser menos dependiente.",2065,2068,4766578,"2018-10-01T15:00:00+00:00"
"Lica-m0BCKkHyZ2v7LRh","http://rtve.es/v/4766578?t=00h39m31s","Guadalupe Megías, ¿qué podemos encontrarnos? por ejemplo a este robot y que está diseñado para las personas mayores con las tareas domésticas.",2371,2373,4766578,"2018-10-01T15:00:00+00:00"
"qCUS-m0BCKkHyZ2v5tSH","http://rtve.es/v/4757814?t=00h17m07s","Coincidiendo con el Día de las Personas Mayores, pretenden convertir las calles de Bilbao en el escenario de una gran marcha en favor de sus reivindicaciones.",1027,1030,4757814,"2018-09-27T15:00:00+00:00"
"JyMG-m0BCKkHyZ2vmhhh","http://rtve.es/v/4745778?t=00h41m52s","En todo el mundo afecta a una de cada diez personas mayores de 65 años y, a día de hoy, no tiene cura.",2512,2514,4745778,"2018-09-19T21:00:00+00:00"
"KiMG-m0BCKkHyZ2vmhhr","http://rtve.es/v/4745778?t=00h42m12s","De hecho, si no se encuentra un tratamiento efectivo - en 2050 la cifra de casos podría multiplicarse por tres debido al envejecimiento de la población.",2532,2535,4745778,"2018-09-19T21:00:00+00:00"
"VSIC-m0BCKkHyZ2vikKe","http://rtve.es/v/4736978?t=00h39m16s","Así arranca la vigésima temporada de ""Cuéntame"", la serie de televisión más longeva de España.",2356,2360,4736978,"2018-09-13T21:00:00+00:00"
"JSID-m0BCKkHyZ2vrYIL","http://rtve.es/v/4731658?t=00h19m01s","Sobre financiación autonómica han hablado hoy los presidentes de seis comunidades autónomas con problemas de despoblación y envejecimiento: tres gobernadas por del PP y tres por el PSOE.",1141,1144,4731658,"2018-09-10T21:00:00+00:00"
"gCYX-m0BCKkHyZ2vAtJV","http://rtve.es/v/4731222?t=00h25m51s","1 mensualidad del IVA, supone que elevarán todos las arcas e autonómicas, hay que corregirlo, planteándolo como un tema fundamental de esta reunión, reclamamos, es que se discriminen sectores de gasto, y de población, a partir de los 65 años, es sobre envejecimiento, suponen unos dobles costes.",1551,1553,4731222,"2018-09-10T15:00:00+00:00"
"wSUQ-m0BCKkHyZ2vSzQ8","http://rtve.es/v/4730144?t=00h38m23s","Es en inglés y, después, en la cata a ciegas, tienes que analizar de qué variedad está elaborado este vino, de qué zona proviene, cómo se ha hecho, el potencial comercial, el potencial de envejecimiento.",2303,2306,4730144,"2018-09-09T21:00:00+00:00"
"8SMJ-m0BCKkHyZ2vk66B","http://rtve.es/v/4724769?t=00h33m29s","Las personas mayores de Ian que no habían visto la granizada así en toda su vida.",2009,2013,4724769,"2018-09-05T21:00:00+00:00"
"ACQM-m0BCKkHyZ2vpF6e","http://rtve.es/v/4720716?t=00h24m35s","1.400.000 personas mayores de 65 años, viven en viviendas unipersonales, quiere decir, que viven solas.",1475,1478,4720716,"2018-09-02T21:00:00+00:00"
"SicY-m0BCKkHyZ2vUBxO","http://rtve.es/v/4715138?t=00h26m45s","El motivo, evitar el envejecimiento de la población y mantener el crecimiento económico.",1605,1607,4715138,"2018-08-30T15:00:00+00:00"
"UycY-m0BCKkHyZ2vUBxp","http://rtve.es/v/4715138?t=00h27m36s","Y con una población envejecida, será más dificil mantener aChina como la segunda potencia económica mundial Por eso a finales de2015 se aprobó que se podían tener dos hijos.",1656,1662,4715138,"2018-08-30T15:00:00+00:00"
"oSH--W0BCKkHyZ2vil7V","http://rtve.es/v/4701541?t=00h32m26s","-Existen unos prejuicios unos estereotipos en la sociedad, que de alguna forma limitan el acceso de las personas mayores de 55 años no por el hecho de no tener competencia y formación suficiente, sino por el hecho de tener 55años.",1946,1949,4701541,"2018-08-21T15:00:00+00:00"
"ACD8-W0BCKkHyZ2vG-LL","http://rtve.es/v/4693320?t=00h06m53s","Dialogo social, para llegar a un acuerdo económico y social para conseguir un Estado de bienestar algo que asegura la ministra no hizo el anterior gobierno va en contra de casado que van a la extrema derecha UGT cumple 130 años siendo el sindicato más longevo de Europa 1888.",413,418,4693320,"2018-08-12T15:00:00+00:00"
"hiYW-m0BCKkHyZ2vGpql","http://rtve.es/v/4678845?t=00h09m45s","Cientos de viajeros en Barajas buscaban otra alternativa de viaje Colas ante las máquinas del metro para sacar un billete, usuarios Las paradas de taxis en las calles madrileñas vacías excepto por algún taxi de servicios mínimos que sólo recogen a personas mayores, o con movilidad reducida, familias con niños muy pequeños o personas enfermas.",585,590,4678845,"2018-07-30T15:00:00+00:00"
"pCYW-m0BCKkHyZ2vGpr3","http://rtve.es/v/4678845?t=00h14m00s","Solo están disponibles para urgencias médicas, personas mayores o con movilidad reducida.",840,844,4678845,"2018-07-30T15:00:00+00:00"
"-yH_-W0BCKkHyZ2v3aWe","http://rtve.es/v/4677404?t=00h08m29s","Estamos llevando a familias que lleve niños pequeños con movilidad reducida o personas mayores.",509,513,4677404,"2018-07-28T20:59:00+00:00"
"OSIF-m0BCKkHyZ2vf9xv","http://rtve.es/v/4675388?t=00h47m05s","Este programa de Cruz Roja en el País Vasco, acompaña a las personas mayores para decirles que no están solos.",2825,2830,4675388,"2018-07-26T15:00:00+00:00"
"UiIF-m0BCKkHyZ2vf9zU","http://rtve.es/v/4675388?t=00h49m25s","Antes de formar uno de los grupos más longevos de la historia de la música, Mick Jagger era un buen estudiante que dejó una carrera de económicas atraído por el Rhythm and blues.",2965,2968,4675388,"2018-07-26T15:00:00+00:00"
"lSUQ-m0BCKkHyZ2vkkdx","http://rtve.es/v/4635719?t=00h37m56s","Según datos de la Organización Mundial de la Salud se prevé que el número de casos aumente debido al envejecimiento de la población.",2276,2280,4635719,"2018-06-15T15:00:00+00:00"
"nCUQ-m0BCKkHyZ2vkkeD","http://rtve.es/v/4635719?t=00h38m48s","""Los malos tratos no son en resumen más que la violación de los derechos humanos en una población muy vulneble"" y que según datos de la OMS, el envejecimiento de la población hará que esos malos tratos aumenten.",2328,2331,4635719,"2018-06-15T15:00:00+00:00"
"nSUQ-m0BCKkHyZ2vkkeF","http://rtve.es/v/4635719?t=00h39m00s","En 2050 habrá 2 MIL millones de personas mayores de 60 años.",2340,2345,4635719,"2018-06-15T15:00:00+00:00"
"ayUS-m0BCKkHyZ2vesAl","http://rtve.es/v/4623283?t=00h31m54s","Allí, satisfechos de la tarea bien realizada, la atendieron, Situación límite la que han vivido tres personas mayores en Alginet, Valencia.",1914,1917,4623283,"2018-06-04T15:00:00+00:00"
"5Cgf-m0BCKkHyZ2vlNG4","http://rtve.es/v/4620060?t=01h16m54s","Respecto a la financiación autonómica, como puede ser el envejecimiento de la población, o las dificultades que se pueden registrar en Asturias, con un actual modelo, nosotros no vamos a resolver, ni a renovar la financiación autonómica, por qué no va a haber mimbres para poder lograrlo, pero para que entre todos podamos empezar a construir, ese consenso necesario, para financiar el estado del bienestar, corista manos de las comunidades.",4614,4618,4620060,"2018-05-31T15:00:00+00:00"
"XiH8-W0BCKkHyZ2vqAcH","http://rtve.es/v/4618888?t=00h37m50s","La soledad es un problema social que afecta fundamentalmente a las personas mayores.",2270,2273,4618888,"2018-05-30T15:00:00+00:00"
"XyH8-W0BCKkHyZ2vqAcK","http://rtve.es/v/4618888?t=00h37m55s","En España, según el instituto nacional de estadística, viven solos cerca de dos millones de personas mayores de 65 años.",2275,2279,4618888,"2018-05-30T15:00:00+00:00"
"LCMK-m0BCKkHyZ2vrus_","http://rtve.es/v/4593094?t=00h01m29s","Otros seis años más al frente de Rusia, más los 18 que lleva ya en el poder, lo convierten en el líder más longevo del país desde Stalin.",89,93,4593094,"2018-05-06T21:00:00+00:00"
"PCMK-m0BCKkHyZ2vrutw","http://rtve.es/v/4593094?t=00h03m05s","María Gloría es la hija más longeva de España.",185,189,4593094,"2018-05-06T21:00:00+00:00"
"1yMK-m0BCKkHyZ2vsOuW","http://rtve.es/v/4593094?t=00h22m17s","Se trata de Maria Gloria que tiene el privilegio de ser la hija más longeva de España.",1337,1340,4593094,"2018-05-06T21:00:00+00:00"
"DCID-m0BCKkHyZ2v2o9S","http://rtve.es/v/4592780?t=00h03m02s","María Gloría es la hija más longeva de España.",182,186,4592780,"2018-05-06T15:00:00+00:00"
"lSID-m0BCKkHyZ2v3I-E","http://rtve.es/v/4592780?t=00h20m23s","Que se lo digan a Maria Gloria que puede presumir de ser la hija más longeva de España.",1223,1225,4592780,"2018-05-06T15:00:00+00:00"
"oyID-m0BCKkHyZ2v3I-9","http://rtve.es/v/4592780?t=00h21m31s","A la hija más longeva del pais no le preocupa hacerse mayor.",1291,1295,4592780,"2018-05-06T15:00:00+00:00"
"3CUP-m0BCKkHyZ2vxSZ3","http://rtve.es/v/4591425?t=00h30m19s","También fue asistente de personas mayores.",1819,1823,4591425,"2018-05-04T15:00:00+00:00"
"XyIC-m0BCKkHyZ2vCC3y","http://rtve.es/v/4572307?t=00h20m41s","Programas temporales de desempleo que se pusieron en el peor momento de la crisis en marcha por el gobierno de España hoy se convirtieran en programas permanentes dando mayor cobertura a aquellos colectivos que son más vulnerables: parados de larga duración, especialmente a aquellas personas mayores de 45 años con responsabilidades familiares.",1241,1243,4572307,"2018-04-18T21:00:00+00:00"
"8SMI-m0BCKkHyZ2v54Te","http://rtve.es/v/4570372?t=00h15m34s","Sin embargo, a medio plazo, la zona euro verá lastrado su crecimiento, señala el FMI, por la baja productividad y el envejecimiento de la población.",934,938,4570372,"2018-04-17T15:00:00+00:00"
"ESgc-m0BCKkHyZ2vNAgw","http://rtve.es/v/4566902?t=00h15m29s","El ayuntamiento está preparado para evacuar a personas mayores, en caso de ser necesario.",929,933,4566902,"2018-04-15T15:00:00+00:00"
"BSMJ-m0BCKkHyZ2vr7Pw","http://rtve.es/v/4564860?t=00h31m18s","Máxima atención a las personas mayores y dependientes.",1878,1882,4564860,"2018-04-13T15:00:00+00:00"
"jCIB-m0BCKkHyZ2v4CHv","http://rtve.es/v/4552611?t=00h37m14s","Pide a las personas mayores que no acudan solas a los cajeros.",2234,2238,4552611,"2018-04-05T15:00:00+00:00"
"xyQO-m0BCKkHyZ2vj9Id","http://rtve.es/v/4548478?t=00h30m35s","""Evidentemente hay que tener un poquito de cuidado, sobre todo las personas mayores"" Pero, sobre todo, especialmente peligrosa para los motoristas.",1835,1837,4548478,"2018-04-02T21:00:00+00:00"
"OCkg-m0BCKkHyZ2vaw3d","http://rtve.es/v/4540779?t=00h54m36s","""A través de recuerdos del fútbol, que las personas mayores también recuerden episodios de su vida"".",3276,3280,4540779,"2018-03-26T21:00:00+00:00"
"hCMK-m0BCKkHyZ2v1PV9","http://rtve.es/v/4540424?t=00h41m58s","Destacamos el desalojo de personas mayores o de movida reducida en una ausencia de Oviedo.",2518,2522,4540424,"2018-03-26T15:00:00+00:00"
"KyMI-m0BCKkHyZ2vGl-K","http://rtve.es/v/4529290?t=00h37m32s","En una sociedad cada vez más envejecida, el precio ya no es lo único que importa.",2252,2255,4529290,"2018-03-19T21:00:00+00:00"
"ISgc-m0BCKkHyZ2vdRzx","http://rtve.es/v/4526639?t=00h05m26s","Ha sido una respuesta pacífica y sin incidentes, han sido muchos los colectivos que han apoyado esta marcha, sobre todo hemos visto personas mayores pensionistas, coreando consignas, y exigiendo que sus pensiones se revalorizan, como el coste de la vida.",326,329,4526639,"2018-03-17T21:00:00+00:00"
"myUQ-m0BCKkHyZ2vr09l","http://rtve.es/v/4525399?t=00h36m10s","Las personas mayores son las que tienen peor calidad de sueño y con la edad hay menos necesidad de ello.",2170,2174,4525399,"2018-03-16T21:00:00+00:00"
"iSQP-m0BCKkHyZ2vKPhs","http://rtve.es/v/4524872?t=00h42m36s","En estas unidades de trastorno del sueño tratan a pacientes con problemas para dormir, casi todos son personas mayores aunque cada vez, hay más jóvenes que tienen problemas para dormir, para descansar, porque lo último que hacen antes de cerrar los ojos es consultar tablet o teléfonos móviles.",2556,2559,4524872,"2018-03-16T15:00:00+00:00"
"jyQP-m0BCKkHyZ2vKPh-","http://rtve.es/v/4524872?t=00h43m28s","Una vez se quedan dormidos, según los especialistas, las personas mayores son las que tienen peor calidad de sueño.",2608,2611,4524872,"2018-03-16T15:00:00+00:00"
"xCYX-m0BCKkHyZ2vCdSj","http://rtve.es/v/4513256?t=00h38m36s","Se necesitan setenta litros de agua y una sustancia peligrosa, el permanganato potásico, para darle a un pantalón vaquero el aspecto envejecido que dicta la moda.",2316,2319,4513256,"2018-03-09T21:00:00+00:00"
"Wyca-m0BCKkHyZ2vQ4c8","http://rtve.es/v/4499998?t=00h12m29s","-En contra del co-pago y estas cosas que nos afectan a las personas mayores.",749,753,4499998,"2018-03-01T21:00:00+00:00"
"cSD7-W0BCKkHyZ2vKaiK","http://rtve.es/v/4496679?t=00h02m00s","El ministro, Cristóbal Montoro, ha explicado que se trata de una deducción en la cuota del IRPF para reconocer los costes inherentes a las personas mayores, como puede ser la discapacidad.",120,124,4496679,"2018-02-27T21:00:00+00:00"
"hSD7-W0BCKkHyZ2vKajQ","http://rtve.es/v/4496679?t=00h04m07s","El Gobierno incluirá en los Presupuestos de este año una deducción en la cuota del IRPF para reconocer los costes inherentes a las personas mayores, como puede ser la discapacidad.",247,250,4496679,"2018-02-27T21:00:00+00:00"
"iCD7-W0BCKkHyZ2vKajY","http://rtve.es/v/4496679?t=00h04m36s","Se trata de incluir en este impuesto, una nueva deducción, para reconocer que las personas mayores tienen unos gastos inherentes, a su condición de mayores.",276,279,4496679,"2018-02-27T21:00:00+00:00"
"0iH8-W0BCKkHyZ2v7xPg","http://rtve.es/v/4494723?t=00h35m03s","Por eso puede ser, dicen sus inventores, una revolución para la vida diaria de las personas mayores o con dificultades de movilidad.",2103,2106,4494723,"2018-02-26T21:00:00+00:00"
"ZyIC-m0BCKkHyZ2v513D","http://rtve.es/v/4478124?t=00h40m15s","En 55.000 intervinieron personas mayores. 120 futuros gendarmes franceses se forman junto a aspirantes a guardias civiles en Valdemoro.",2415,2420,4478124,"2018-02-15T15:00:00+00:00"
"uSIC-m0BCKkHyZ2v6V0E","http://rtve.es/v/4478124?t=00h49m49s","Se caracteriza por el apoyo a las personas mayores.",2989,2993,4478124,"2018-02-15T15:00:00+00:00"
"2yH--W0BCKkHyZ2vW1f7","http://rtve.es/v/4446456?t=00h40m09s","Vecinos, familiares y amigos han despedido hoy, en Bienvenida, Badajoz, al hombre más longevo del mundo.",2409,2413,4446456,"2018-01-30T21:00:00+00:00"
"zSYX-m0BCKkHyZ2vJ9rb","http://rtve.es/v/4445742?t=00h42m07s","Ha fallecido el hombre más longevo del mundo, el español Francisco Núñez, más conocido como 'Marchena', moría anoche a los 113 años en Bienvenida, su pueblo natal, en Badajoz, donde hoy han decretado luto oficial y las banderas ondean a media asta.",2527,2530,4445742,"2018-01-30T14:59:00+00:00"
"diQP-m0BCKkHyZ2vH_ab","http://rtve.es/v/4444466?t=00h35m46s","-El uso se va a incrementar en un 3 por ciento de media en toda la población, pero las personas mayores de 55 años en un 7 por ciento.",2146,2150,4444466,"2018-01-29T21:00:00+00:00"
"GCgf-m0BCKkHyZ2v5-nL","http://rtve.es/v/4430947?t=00h34m39s","Cansados de estafadores, de falsos instaladores de gas o electricidad deambulando por el pueblo, timando, sobre todo, a personas mayores, se les ocurrió la idea.",2079,2082,4430947,"2018-01-20T15:00:00+00:00"
"MyQM-m0BCKkHyZ2v0Wpq","http://rtve.es/v/4430059?t=00h25m45s","Denuncian que hay muchos robos, sobre todo a personas mayores.",1545,1549,4430059,"2018-01-19T21:00:00+00:00"
"OiQM-m0BCKkHyZ2v0WqS","http://rtve.es/v/4430059?t=00h26m33s","Denuncian un incremento de robos y agresiones a personas mayores.",1593,1598,4430059,"2018-01-19T21:00:00+00:00"
"_ycZ-m0BCKkHyZ2vmmDm","http://rtve.es/v/4429641?t=00h27m12s","Sus vecinos denuncian un aumento de robos y agresiones a personas mayores.",1632,1636,4429641,"2018-01-19T15:00:00+00:00"
"XyUS-m0BCKkHyZ2vqMiv","http://rtve.es/v/4420380?t=00h07m50s","Las personas que estaban abajo consiguieron salir por esa puerta pero los que estaban arriba salieron por las escaleras y las personas mayores o con movilidad reducida cayeron por las escaleras y quedaron amontonados en esa puerta.",470,474,4420380,"2018-01-14T15:00:00+00:00"
"fCH_-W0BCKkHyZ2vEnt4","http://rtve.es/v/4395365?t=00h42m01s","El café contiene antioxidantes y antifibróticos que previenen o ralentizan el envejecimiento y el daño de la células del cuerpo, dice el responsable de investigación; quien asegura también que quienes consumen café podrían experimentar menores riesgo de muerte prematura y enfermedades cardíacas o hepáticas que aquellos que no lo hacen.",2521,2525,4395365,"2017-12-29T21:00:00+00:00"
"qige-m0BCKkHyZ2vxZ00","http://rtve.es/v/4390198?t=00h05m40s","La organización criminal utilizaba a personas mayores para trasladar la droga por carretera y lo hacía en vehículos de alquiler.",340,344,4390198,"2017-12-24T21:00:00+00:00"
"riQO-m0BCKkHyZ2vOrnk","http://rtve.es/v/4389970?t=00h29m03s","La organización criminal utilizaba a personas mayores para trasladar la droga por carretera y lo hacía en vehículos de alquiler.",1743,1746,4389970,"2017-12-24T15:00:00+00:00"
"3yQO-m0BCKkHyZ2vO7mS","http://rtve.es/v/4389970?t=00h35m13s","10 personas mayores de más de 80 años de la localidad de Tomelloso, en Ciudad Real, se han convertido en actores del corto ""Ningún anciano solo en Navidad"".",2113,2115,4389970,"2017-12-24T15:00:00+00:00"
